"score","text"
0," West Brom Arsenal t co DO xpd au "
-1," aye alan cheating southern gits eh t co R Un pODmk "
0," We want you to stay"
-1," WBAARS da fuck arsenal "
-2," the joke that is Arsenal continues I remember you lot giving it the big one when Utd had a plane banner joke wbaars "
0," We re gonna be the th ud d ude ud d ude ud d ude Arsenal t co FCeYJYR r "
2," Dear manutd you better win ur match arsenal must occupy that th position "
0," Arsenal fans go PLANE crazy with Arsene Wenger banners Arsenal AFC Gooners COYG FNH t co N D z zR "
-2," To concede from Dawson is careless"
1," Sport fr West Brom Arsenal en direct Premier League"
-1," Arsenal fans are honestly the biggest morons sometimes They ll pay u a for a season ticket to watch Welbeck and blame Ramsey ud d ude "
0," Daripada suram Arsenal kalah mending main ama ini bocah ud d ude d t co zGCld fW "
1," Wenger is doing the best he can to not get a new contract at Arsenal "
0," Arsenal s next fixtures subject to change n nMan City H nWest Ham H nPalace A nBoro A nMan City N nSpurs A nMan Utd H nStoke A n n u "
2," I m sure Arsenal fans are taking this loss in stride like the cool"
0," HAHAHAHA t co wstZDxifgH "
1," Arsenal will finish outside the top "
-2," Arsenal hit by Cech injury blow t co E nFLcKrbb via t co nX URwhQGv "
0," Arsenal u e pequeno demais "
0," Yeah"
0," Arsenal players will never know what through ball means"
0," I"
0," Viva WBA Kembali Unggul atas Arsenal t co flJ GLxPIR NewsToday DKK "
0," So my friends asking me not to watch Arsenal match because I might jix it ud d ude ud d ude "
0," Let s go"
0," U are shite arsenal nShite t co oFCS sZuWn "
0," Hal Robson Kanu restores West Brom s lead Arsenal are furious with the goal"
-1," absolutely joke this club is "
0," t co SaLzBK H "
0," t co Or KDzNFhX "
0," are you not tweeting stats again "
0," Arsenal are JOKEMEN ud d ude ud d ude "
1," West Brom haven t beat a top club this season n nArsenal Hold my beer "
0," Bayern Munich Arsenal nLiverpool Arsenal nArsenal Bayern Munich nWest Brom Arsenal n nYep n n AFC "
0," Life of an arsenal fan in one picture t co KU Za ps "
0," I love Arsenal and everything Wenger has meant to the club But it is time to move on No toughness or character on this team Arsenal "
0," Thierry Henry on Arsenal players Is the Arsenal shirt too heavy for you Stop hiding behind Arsene Wenger and be u "
0," Arsenal fan TV ud c udf f ud c udf f "
0," Get Him Out of There "
0," West Brom Arsenal TY The planes distracted the players t co paknfOcsjb "
0," If Arsenal were a boxer they d be this man t co Q FrBfw "
0," Lol at Arsenal for this and lol at us for when we don t capitalize "
-1," Just looking at Arsenal s remaining fixtures this season Really difficult Maybe the most difficult of the top "
-1," Arsenal losing "
0," West Brom Arsenal TY The planes distracted the players t co paknfOcsjb "
0," I m revoking my membership le padile t co CprEEhnEDm "
0," Expect Bludshed on Arsenal Fan TV today "
1," ThatMomentWhen You re ready to watch Arsenal Fan TV ud d udc ud c udf f t co gaCt PUP "
1," ThatMomentWhen You re ready to watch Arsenal Fan TV ud d udc ud c udf f t co gaCt PUP "
-1," Arsenal losing ud d ude ud d ude "
0," Arsenal fan TV tonight t co j R pHYN "
-1," Would be tragic if we don t finish above this shitshow of an arsenal side "
0," A second goal for Craig Dawson and from another corner n nWest Brom Arsenal t co ePBLdCFp by u t co teLYmJuOMJ "
0," After that shambolic performance"
-2," Arsenal hit by Cech injury blow "
0," Then make your voice heard amp demand change t co Zi PAcg l "
1," Robbie from Arsenal fan tv right now t co dIHC k Y X "
0," Arsenal next game the british air force will have to help out with all the banners they will fly "
-1," Arsenal fans have reached new heights on the embarrassing scale Two planes with contradictory messages flying in q u "
0," ud d udcf Back on track And onto points n nCome on you Baggies n n WBAARS WBA t co P DIx ac "
0," Arsenal Fan TV ud d ude ud d ude ud c udf f "
1," Arsene Wenger at Arsenal n n The glory era n The banter era n The banner era "
0," Arsenal fans never listen It s actually crazy how they act the same year after year t co XUpOnYtBQn "
0," West Brom Arsenal FT "
1," Thierry Henry Arsenal de sadece iki Winner var Petr Cech ve Danny Welbeck t co GxU Fd ae "
0," the last Arsenal game I watched was Afc vs Bayern "
0," jokinggg haha "
0," And that third goal"
0," ARSENAL ud d ude ud d ude ud d ude ud d ude "
0," West Brom Arsenal t co Qriz tD qG "
-1," shit den ud d ude "
-1," insanity is doing the same thing over and over again"
-2," LOL at arsenal falling to fucking bits that club "
0," Where to catch all of today s football starting at wbaars t co fdAbtiAJuX "
0," Arsenal player riot "
0," Pire saison d Arsenal depuis des ann u e es "
0," PL n nFT West Brom Arsenal t co sW eWh FmC "
0," Record breakers ud d ude ud d ude ud d ude ud d ude t co iQjfOpYUz "
-2," At least being a Liverpool fan we are on the up Must be hell to be an Arsenal fan Club declining every year bbcfootball "
0," Arsenal ud d ude ud d ude ud d ude ud d ude "
2," Seeing tweets from arsenal fans on my TL like t co b ovRsla "
0," Planes taking off from Birmingham airport with banners bannerwars ud d ude ud d ude t co bh NecG or "
1," The future of Arsenal fans t co aen hotz "
0," No Ls so far what a way to start your Arsenal career ud d udd t co g aI D yWT "
0," This Eurpa una dey laugh since "
0," Wenger in ud d ude c t co OQNugf psH "
0," Nah"
-1," Arsenal fans have reached new heights on the embarrassing scale Two planes with contradictory messages flying in q u "
1," LFC had only won one of their previous away trips to Chelsea"
1," West Brom fans ole ing passes and singing for Arsenal Wenger to stay This club is finally on its arse "
2," Two Craig Dawson headers seal an impressive home win for Tony Pulis s men WBAARS t co nojdCgZUA "
0," WBAARS t co JhvPr DNk "
0," We want WENGEROUT Arsenal fans PROTEST against Arsene Wenger AGAIN t co RHky gXDd wengerout u "
0," Can t wait for Arsenal fan tv ud d ude "
0," Arsenal have now conceded goals in six of their last seven Premier League away games t co cFWJKaZpF "
0," FT Albion Dawson "
1," LMAO the WengerIN fans replied mins later WBAARS t co SHlTR kO "
0," el ya es caso perdido "
3," We ve been loyal and patient with Arsenal ud d ude e ud d ude ud d ude f u ufe f ud d ude I swear these players want Wenger out as well "
0," EPL West Brom Arsenal Craig Dawson "
-1," This is the worst football I ve seen am arsenal team play Even games we have won we ve played shit "
-1," Meltdown on Arsenal TV will be goo "
0," El de Arsene Wenger sigue en picada en la PremierLeague ud d ude n nAhora cay u f en su visita al West Brom u t co PdvdBgJzB "
-1," Bayern Arsenal times nWest Browmich Arsenal nYeah I think Arsenal is the problem"
