"text","emotion","polarity"
" thatmomentwhen you re ready to watch arsenal fan tv ud d udc ud c udf f t co gact pup ","unknown","negative"
" the restorative power of adult coloring how coloring can relieve stress t co bgdpsd wje btsinbrazil yogiadityanath wbaars ","unknown","negative"
" arsenal fans at the start of the season ud d ude t co eheqwvs a ","unknown","positive"
" arsenal chopping eeeet ","unknown","positive"
" arsenal it s all over ","unknown","positive"
" loooooooool t co lif s cudm ","joy","positive"
" ud d udc d ud d udc d ud d udc d ud d udc d t co bz u wikrd ","unknown","positive"
" arsenal getting olayed by a bunch of brummy curry munchers hahahaha ","unknown","positive"
" afc lifeless under wenger the slide continues kroenke has to show he cares about the club and put wenger out of his mis u ","unknown","negative"
" le pire pour arsenal c est que wenger ne pr u e sentera pas sa d u e mission pourquoi faire tant de mal au club qu il aime que u ","joy","positive"
" here comes our final sub n n ud d udd b n u a ufe f n n wbavafc ud d udd ud d udd t co azoqfelx z ","unknown","positive"
" if wenger is sacked it saves him from himself every time arsenal play it tarnishes his legacy ","unknown","positive"
" happy birthday to who aged years in just years under arsene wenger s leadership in arsenal t co oxsvprnuxx ","joy","positive"
" sigh t co mgru eoho ","unknown","positive"
" wenger blasts weak arsenal after efl cup elimination to southampton t co avwrsttqoq ","joy","negative"
" they re really turning those banners around quickly at the arsenal game now t co bi rlsnr l ","unknown","negative"
" for paper","unknown","positive"
" will be a fam and blud fest on arsenal fan tv today ud d ude wengerout t co teojsndlix ","unknown","positive"
" sante wae mulihmu ngndi","unknown","positive"
" make that three nanother corner","unknown","positive"
" you have to think that could be enough for wenger can t see him around next season t co qvedoufjz ","unknown","positive"
" only one man can save arsenal t co cworwbmrbn ","unknown","positive"
" tbh he can actually say that t co cc rlr f ","unknown","positive"
" west brom managing to avoid arsenal s defenders at set pieces by running in a straight line arsenal just can t deal with i u ","unknown","positive"
" ud d udd ud d udd b ud d udd d when you wake up in the morning and realize you re playing for ud d udcaa ud c udffc ud d ude afc gunnershkodran t co i f u ","unknown","positive"
" coyg west brom scored goals how many goals did arsenal score ud d ude ud d ude ud d ude ud d ude ud d ude n wengerout wengermustgo wbaars wenger out u t co dioxjmjasf ","anger","positive"
" i m done for the rest of the season amp so is arsenal ","unknown","positive"
" premier league ud c uddec ud c udde h n nwba arsenal n n u ab ufe fmatch nul u ","unknown","positive"
" perdiendo el arsenal con ospina en la cancha no han pensando en convocar a armani ","anger","positive"
" as a gold member for years i m not backing the manager anymore or the board sort it out please ","joy","positive"
" arsenal fans in a nutshell t co um uemylhu ","unknown","positive"
" arsenal have lost three away league matches in a row for the first time since august october wbaars t co h v u ","unknown","negative"
" arsenal holdings holding the fans to fucking ransom ","unknown","positive"
" being an arsenal fan really challenges a persons will to live ","joy","positive"
" wow arsenal ","unknown","positive"
" shocking study by arsenal fans discovers arsenal are the most hard done by when it comes to refereeing decisions http u ","unknown","negative"
" only one man can save arsenal t co cworwbmrbn ","unknown","positive"
" how can you allow your best players sanchez amp ozil get to the last one year on their contracts arsenal is a joke ud d ude ud d ude ud d ude ud d ude ","sadness","neutral"
" west bromwich albion arsenal t co d qbrzqe t t co jbr rvbgsx ","unknown","positive"
" arsenal fan tv will be a gooden ud d ude ","unknown","positive"
" expecting arsenal to recreate their squad next season and probably a new manager too ","joy","positive"
" arsenal losing is great for liverpool we must capitalise tomorrow up the reds ","joy","neutral"
" thank you west brom now i can watch arsenal fan tv again ","unknown","neutral"
" arsenal fantv can t wait ","unknown","positive"
" arsenal fans wen they lose a game d boiz showed so much passion am proud narsenal fan gf am gonna cheat on th u t co q eft zt ","joy","negative"
" arsenal fantv premium u b ufe f ","unknown","positive"
" remember when arsenal didn t need cesc fabregas because ramsey was out of this world ud d ude ","unknown","neutral"
" wenger shouldn t be given the power to make a decision over his future at arsenal fuck off ","unknown","positive"
" todito de ospina hicieron lo que quisieron con u e l t co cvzeplyemv ","anger","positive"
" would you be kind enough to provide the stats regarding the number of times arsenal has came back to win a match after going down gt ","joy","positive"
" wbaars t co uxisjwpvmi ","unknown","positive"
" joke for my followers t co bv phsg ek ","unknown","positive"
" arsenal no fight no heart no pride no leaders no clue ","joy","neutral"
" arsenal ","unknown","positive"
" funny how playing against now makes even the smallest of teams look great and awesome because wenger has killed a g u ","joy","positive"
" t co xekxrbe ze ","unknown","positive"
" someone was telling me about their unreal acca for this weekend and the first thing on it was arsenal to win hahahahahahaw ","unknown","negative"
" stop it ","unknown","positive"
" west bromwich albion saw off arsenal at the hawthorns","unknown","positive"
" goal west brom arsenal dawson watch live on sky sports hd or follow t co bqxrahtqsq t co b kiwc u ","joy","negative"
" wenger out ","unknown","positive"
" arsenal u s last three premier league away games n nwest brom arsenal nliverpool arsenal nchelsea arsenal n ns u ","unknown","negative"
" quite astonishing how arsenal can continue to embarrass themselves week in","surprise","neutral"
" wba arsenal ","unknown","positive"
" arsenal is losing","unknown","negative"
" west brom arsenal dawson brace dents gunners top four hopes more here t co us qqxqjq citisports t co sr cg i pw ","surprise","positive"
" why is gabriel in the stands far right lol t co yoiyezj gb ","unknown","negative"
" arsenal u afc arsenalfc t co uutzixkuec ","unknown","positive"
" loooool just checked the arsenal score ud d ude ud d ude ud d ude ","anger","positive"
" where are kroenke amp gazidis nthe silent arsenal assassins filling their greedy boots at fans expense nthey can t hide any u ","anger","negative"
" oh dear arsenal ud d ude ","unknown","positive"
" arsenal leyone is playing beautiful under wenger again ud e udd ud d ude ","unknown","positive"
" i hate football t co pqmi cixdz ","anger","negative"
" cunt ","unknown","positive"
" watching this arsenal side makes me fucking sick ","disgust","negative"
" arsenal fan tv is going to be as respectable as ever today i imagine ud d udc c ","unknown","positive"
" arsene wenger at arsenal n n the glory era n the banter era n the banner era ","joy","positive"
" ud d udcf back on track and onto points n ncome on you baggies n n wbaars wba t co p dix ac ","unknown","positive"
" milan gt gt gt arsenal man t co heqxpsabjp ","unknown","positive"
" el arsenal hasta dej u f de ganarle a los equipos chicos wenger con dos pies afuera ","anger","positive"
" there s only one back for arsenal as for the directions to london you ll have to ask the coach driver or google maps ud d ude ud d ude ud d ude ","unknown","negative"
" the fans that go to the stadium to watch arsenal week in week out are the real deal ","unknown","neutral"
" wow arsenal is eff d up for good wish klopp bought xhaka though his passes are priceless ","joy","positive"
" afc lifeless under wenger the slide continues kroenke has to show he cares about the club and put wenger out of his mis u ","unknown","negative"
" t co cpfcyfrd l ","unknown","positive"
" you either die a hero ","joy","positive"
" west brom arsenal ","unknown","positive"
" i know about heart break i support arsenal ud d ude t co kn cfooqse ","joy","positive"
" photo arsenal defending for west brom s third goal","unknown","positive"
" thatmomentwhen you re ready to watch arsenal fan tv ud d udc ud c udf f t co gact pup ","unknown","negative"
" if your mental strength isn t strong enough as an arsenal fan","unknown","positive"
" the tl when arsenal are losing t co jhn va zn ","unknown","negative"
" arsenal every year t co r wal mlz ","unknown","negative"
" west brom arsenal t co do xpd au ","unknown","positive"
" aye alan cheating southern gits eh t co r un podmk ","unknown","positive"
" we want you to stay","unknown","positive"
" wbaars da fuck arsenal ","unknown","positive"
" the joke that is arsenal continues i remember you lot giving it the big one when utd had a plane banner joke wbaars ","unknown","positive"
" we re gonna be the th ud d ude ud d ude ud d ude arsenal t co fceyjyr r ","unknown","positive"
" dear manutd you better win ur match arsenal must occupy that th position ","joy","positive"
" arsenal fans go plane crazy with arsene wenger banners arsenal afc gooners coyg fnh t co n d z zr ","unknown","negative"
" to concede from dawson is careless","unknown","negative"
" sport fr west brom arsenal en direct premier league","unknown","positive"
" arsenal fans are honestly the biggest morons sometimes they ll pay u a for a season ticket to watch welbeck and blame ramsey ud d ude ","unknown","negative"
" daripada suram arsenal kalah mending main ama ini bocah ud d ude d t co zgcld fw ","unknown","positive"
" wenger is doing the best he can to not get a new contract at arsenal ","sadness","neutral"
" arsenal s next fixtures subject to change n nman city h nwest ham h npalace a nboro a nman city n nspurs a nman utd h nstoke a n n u ","unknown","positive"
" i m sure arsenal fans are taking this loss in stride like the cool","joy","positive"
" hahahaha t co wstzdxifgh ","unknown","positive"
" arsenal will finish outside the top ","surprise","neutral"
" arsenal hit by cech injury blow t co e nflckrbb via t co nx urwhqgv ","unknown","negative"
" arsenal u e pequeno demais ","unknown","positive"
" yeah","unknown","positive"
" arsenal players will never know what through ball means","unknown","positive"
" i","unknown","positive"
" viva wba kembali unggul atas arsenal t co flj glxpir newstoday dkk ","unknown","positive"
" so my friends asking me not to watch arsenal match because i might jix it ud d ude ud d ude ","unknown","positive"
" let s go","unknown","positive"
" u are shite arsenal nshite t co ofcs szuwn ","unknown","positive"
" hal robson kanu restores west brom s lead arsenal are furious with the goal","anger","negative"
" absolutely joke this club is ","unknown","positive"
" t co salzbk h ","unknown","positive"
" t co or kdznfhx ","unknown","positive"
" are you not tweeting stats again ","unknown","positive"
" arsenal are jokemen ud d ude ud d ude ","unknown","positive"
" west brom haven t beat a top club this season n narsenal hold my beer ","surprise","positive"
" bayern munich arsenal nliverpool arsenal narsenal bayern munich nwest brom arsenal n nyep n n afc ","unknown","positive"
" life of an arsenal fan in one picture t co ku za ps ","unknown","positive"
" i love arsenal and everything wenger has meant to the club but it is time to move on no toughness or character on this team arsenal ","joy","neutral"
" thierry henry on arsenal players is the arsenal shirt too heavy for you stop hiding behind arsene wenger and be u ","unknown","positive"
" arsenal fan tv ud c udf f ud c udf f ","unknown","positive"
" get him out of there ","sadness","negative"
" west brom arsenal ty the planes distracted the players t co paknfocsjb ","unknown","positive"
" if arsenal were a boxer they d be this man t co q frbfw ","unknown","positive"
" lol at arsenal for this and lol at us for when we don t capitalize ","unknown","positive"
" just looking at arsenal s remaining fixtures this season really difficult maybe the most difficult of the top ","surprise","positive"
" arsenal losing ","unknown","negative"
" west brom arsenal ty the planes distracted the players t co paknfocsjb ","unknown","positive"
" i m revoking my membership le padile t co cpreehnedm ","unknown","positive"
" expect bludshed on arsenal fan tv today ","joy","positive"
" thatmomentwhen you re ready to watch arsenal fan tv ud d udc ud c udf f t co gact pup ","unknown","negative"
" thatmomentwhen you re ready to watch arsenal fan tv ud d udc ud c udf f t co gact pup ","unknown","negative"
" arsenal losing ud d ude ud d ude ","unknown","negative"
" arsenal fan tv tonight t co j r phyn ","unknown","positive"
" would be tragic if we don t finish above this shitshow of an arsenal side ","unknown","negative"
" a second goal for craig dawson and from another corner n nwest brom arsenal t co epbldcfp by u t co telymjuomj ","unknown","positive"
" after that shambolic performance","unknown","positive"
" arsenal hit by cech injury blow ","unknown","negative"
" then make your voice heard amp demand change t co zi pacg l ","unknown","positive"
" robbie from arsenal fan tv right now t co dihc k y x ","unknown","positive"
" arsenal next game the british air force will have to help out with all the banners they will fly ","unknown","negative"
" arsenal fans have reached new heights on the embarrassing scale two planes with contradictory messages flying in q u ","unknown","negative"
" ud d udcf back on track and onto points n ncome on you baggies n n wbaars wba t co p dix ac ","unknown","positive"
" arsenal fan tv ud d ude ud d ude ud c udf f ","unknown","positive"
" arsene wenger at arsenal n n the glory era n the banter era n the banner era ","joy","positive"
" arsenal fans never listen it s actually crazy how they act the same year after year t co xuponytbqn ","unknown","negative"
" west brom arsenal ft ","unknown","positive"
" thierry henry arsenal de sadece iki winner var petr cech ve danny welbeck t co gxu fd ae ","unknown","positive"
" the last arsenal game i watched was afc vs bayern ","unknown","negative"
" jokinggg haha ","unknown","positive"
" and that third goal","unknown","positive"
" arsenal ud d ude ud d ude ud d ude ud d ude ","unknown","positive"
" west brom arsenal t co qriz td qg ","unknown","positive"
" shit den ud d ude ","unknown","positive"
" insanity is doing the same thing over and over again","unknown","negative"
" lol at arsenal falling to fucking bits that club ","unknown","positive"
" where to catch all of today s football starting at wbaars t co fdabtiajux ","joy","positive"
" arsenal player riot ","unknown","positive"
" pire saison d arsenal depuis des ann u e es ","unknown","positive"
" pl n nft west brom arsenal t co sw ewh fmc ","unknown","positive"
" record breakers ud d ude ud d ude ud d ude ud d ude t co iqjfopyuz ","unknown","positive"
" at least being a liverpool fan we are on the up must be hell to be an arsenal fan club declining every year bbcfootball ","unknown","negative"
" arsenal ud d ude ud d ude ud d ude ud d ude ","unknown","positive"
" seeing tweets from arsenal fans on my tl like t co b ovrsla ","joy","positive"
" planes taking off from birmingham airport with banners bannerwars ud d ude ud d ude t co bh necg or ","unknown","positive"
" the future of arsenal fans t co aen hotz ","unknown","positive"
" no ls so far what a way to start your arsenal career ud d udd t co g ai d ywt ","unknown","negative"
" this eurpa una dey laugh since ","unknown","negative"
" wenger in ud d ude c t co oqnugf psh ","unknown","positive"
" nah","unknown","positive"
" arsenal fans have reached new heights on the embarrassing scale two planes with contradictory messages flying in q u ","unknown","negative"
" lfc had only won one of their previous away trips to chelsea","unknown","positive"
" west brom fans ole ing passes and singing for arsenal wenger to stay this club is finally on its arse ","unknown","positive"
" two craig dawson headers seal an impressive home win for tony pulis s men wbaars t co nojdcgzua ","unknown","positive"
" wbaars t co jhvpr dnk ","unknown","positive"
" we want wengerout arsenal fans protest against arsene wenger again t co rhky gxdd wengerout u ","unknown","neutral"
" can t wait for arsenal fan tv ud d ude ","unknown","positive"
" arsenal have now conceded goals in six of their last seven premier league away games t co cfwjkazpf ","unknown","negative"
" ft albion dawson ","unknown","positive"
" lmao the wengerin fans replied mins later wbaars t co shltr ko ","unknown","positive"
" el ya es caso perdido ","unknown","positive"
" we ve been loyal and patient with arsenal ud d ude e ud d ude ud d ude f u ufe f ud d ude i swear these players want wenger out as well ","unknown","positive"
" epl west brom arsenal craig dawson ","unknown","positive"
" this is the worst football i ve seen am arsenal team play even games we have won we ve played shit ","unknown","negative"
" meltdown on arsenal tv will be goo ","unknown","positive"
" el de arsene wenger sigue en picada en la premierleague ud d ude n nahora cay u f en su visita al west brom u t co pdvdbgjzb ","unknown","positive"
" bayern arsenal times nwest browmich arsenal nyeah i think arsenal is the problem","unknown","neutral"
